시간,주가,순간거래량,체결강도
09:00:04,210000,0,90.88
09:02:42,210000,799,84.51
09:04:05,209500,615,93.88
09:04:48,209000,0,105.29
09:06:55,209500,177,101.9
09:09:03,209500,541,110.38
09:11:10,209500,703,101.44
09:13:15,210000,692,105.51
09:15:22,210000,535,107.39
09:17:32,210000,93,107.17
09:19:38,210000,527,113.79
09:21:44,209500,299,113.84
09:23:50,210000,374,115.53
09:25:56,210000,1348,122.91
09:28:00,210000,230,123.66
09:30:05,210000,112,123.38
09:32:10,209500,311,123.34
09:34:15,209500,670,125.26
09:36:30,209500,478,124.8
09:38:38,209000,139,124.62
09:40:45,209000,1137,126.92
09:42:52,208500,282,126.05
09:44:58,209000,438,125.75
09:47:12,208500,608,124.54
09:49:26,208500,139,122.3
09:51:30,208500,156,121.94
09:53:33,208500,243,122.09
09:55:35,209000,898,119.03
09:57:39,208500,343,118.04
09:59:41,208500,475,116.06
10:01:50,208500,555,114.17
10:04:01,209000,1082,108.2
10:06:12,209000,193,111.08
10:08:15,208500,225,111.52
10:10:19,208500,113,111.99
10:12:23,208500,277,111.34
10:14:27,209000,196,112.13
10:16:31,209000,223,112.38
10:18:41,208500,316,113.42
10:20:54,208500,301,113.91
10:22:58,208500,902,111.68
10:25:01,209000,1032,106.41
10:27:05,209000,315,106.93
10:29:09,208500,157,106.46
10:31:17,208500,576,106.66
10:33:27,208500,236,106.74
10:35:32,209000,442,106.59
10:37:37,209000,114,106.92
10:39:41,209000,880,104.86
10:41:52,209000,757,106.81
10:44:05,208500,389,105.82
10:46:11,209000,456,105.09
10:48:16,209500,713,104.24
10:50:19,209500,343,105.13
10:52:28,209000,1281,105.28
10:54:34,209500,219,105.4
10:56:37,209500,127,105.35
10:58:40,208500,6296,89.65
11:00:52,208500,317,88.25
11:03:00,208500,258,88.13
11:05:12,208000,653,89.87
11:07:15,208500,564,90.01
11:09:30,208000,170,91.11
11:11:36,207500,495,90.28
11:13:44,208000,198,90.72
11:15:49,207500,173,91.16
11:18:04,207500,171,91.38
11:20:09,208000,148,91.54
11:22:14,207500,992,93.2
11:24:34,207000,123,93.22
11:26:46,208000,584,93.82
11:29:00,207500,64,94.03
11:31:07,207500,250,93.97
11:33:18,207000,576,94.43
11:35:23,207000,324,94.18
11:37:27,207000,630,95.07
11:39:36,207250,327,95.41
11:41:38,207250,249,95.84
11:43:42,207500,182,96.1
11:45:54,207500,536,96.16
11:47:58,207000,177,96.35
11:50:05,207500,195,96.27
11:52:14,207000,208,96.33
11:54:18,207500,125,96.4
11:56:27,207500,218,96.55
11:58:32,207500,247,97.1
12:00:39,207500,187,97.45
12:02:57,207500,1430,98.1
12:05:02,207000,275,98.11
12:07:12,207500,493,98.23
12:09:21,207750,118,98.53
12:11:27,207000,623,98.61
12:13:42,207000,137,98.57
12:15:49,207250,594,98.98
12:18:02,208000,332,99.12
12:20:11,207500,195,98.72
12:22:21,207000,160,98.56
12:24:35,207000,150,98.57
12:26:41,207000,179,98.71
12:28:58,207500,631,98.83
12:31:04,207500,260,99.34
12:33:19,207500,236,99.27
12:35:26,207500,111,99.18
12:37:38,207500,174,99.07
12:39:45,207500,151,99.07
12:41:54,207500,360,99.16
12:44:03,207000,185,99.21
12:46:14,207500,244,99.29
12:48:30,207500,621,99.7
12:50:39,207500,211,99.97
12:52:52,208250,845,99.7
12:55:02,207500,411,100.25
12:57:15,207500,126,100.28
12:59:24,207500,224,100.56
13:01:39,207500,160,100.62
13:03:49,207750,225,100.9
13:06:00,207500,213,101.16
13:08:10,207500,190,101.29
13:10:17,207500,246,101.5
13:12:28,208000,975,102.74
13:14:34,208000,1341,103.27
13:16:49,207500,265,105.49
13:18:54,207500,207,105.76
13:21:07,207500,218,106.05
13:23:16,208000,243,105.88
13:25:25,208000,241,105.78
13:27:38,207500,239,105.78
13:29:45,208000,942,105.71
13:32:07,207500,251,105.97
13:34:23,207500,400,106.03
13:36:36,207750,286,106.07
13:38:54,208000,315,105.83
13:41:05,207500,281,106.1
13:43:21,208000,1001,105.45
13:45:36,208000,236,105.39
13:47:47,208000,300,105.58
13:50:05,208000,322,105.6
13:52:18,208500,1076,105.92
13:54:30,208000,1896,109.85
13:56:50,208000,171,109.89
13:59:05,208500,352,110.15
14:01:19,208500,849,110.7
14:03:41,208000,443,111.36
14:05:56,208000,582,111.6
14:08:08,208500,860,112.49
14:10:29,209000,246,112.67
14:12:44,209000,614,112.91
14:14:59,208500,445,113.12
14:17:13,208500,309,112.93
14:19:27,209000,408,112.88
14:21:36,208000,926,112.66
14:23:46,208000,440,113.03
14:26:01,208500,260,113.19
14:28:20,208000,366,113.75
14:30:33,208000,354,114.11
14:32:49,208500,508,114.16
14:35:08,208500,499,114.48
14:37:21,208000,292,114.96
14:39:31,208000,341,114.91
14:41:44,208000,413,115.14
14:43:57,208500,402,115.19
14:46:12,208500,386,115.41
14:48:22,208500,533,115.71
14:50:34,208000,383,116.52
14:52:50,208500,380,116.89
14:55:06,208500,322,117.26
14:57:19,208000,877,118.28
14:59:32,208500,468,118.63
15:01:45,208000,334,119.02
15:03:59,208000,232,119.02
15:06:17,208500,1330,119.65
15:08:32,208000,257,120.58
15:10:44,208000,1388,121.11
15:12:56,208500,360,121.42
15:15:08,208000,2568,124.33
15:17:20,208500,803,124.33
15:19:34,209000,299,124.7
15:21:52,209000,0,124.72
15:24:07,209000,0,124.72
15:26:22,209000,0,124.72
15:28:34,209000,0,124.72
