시간,주가,순간거래량,체결강도
09:00:04,59600,0,68.52
09:02:42,61000,64026,97.1
09:04:05,60900,15385,100.01
09:04:48,61000,0,100.18
09:06:55,60700,42913,97.12
09:09:03,60700,24857,98.71
09:11:10,60800,6807,98.36
09:13:15,61000,41955,101.52
09:15:22,60600,22332,101.76
09:17:32,60500,37750,97.56
09:19:38,60400,5318,99.84
09:21:44,60400,3398,99.67
09:23:50,60100,18974,98.41
09:25:56,59900,26494,93.83
09:28:00,59900,13547,89.6
09:30:05,60000,8991,88.51
09:32:10,60200,43828,93.84
09:34:15,60300,5533,94.0
09:36:30,60400,8948,94.1
09:38:38,60400,14556,94.06
09:40:45,60200,11684,94.61
09:42:52,60100,13476,94.38
09:44:58,60100,7128,93.48
09:47:12,60100,3838,93.24
09:49:26,60200,10505,93.58
09:51:30,60200,6897,93.38
09:53:33,60100,34154,92.93
09:55:35,60100,5988,94.11
09:57:39,60200,26461,92.17
09:59:41,60200,2750,92.29
10:01:50,60300,10680,94.29
10:04:01,60200,3732,94.23
10:06:12,60100,12873,93.83
10:08:15,60100,8863,93.18
10:10:19,60100,3513,93.23
10:12:23,60200,11246,91.4
10:14:27,60100,2662,91.01
10:16:31,60100,9423,91.34
10:18:41,60100,3285,91.21
10:20:54,60100,12655,91.16
10:22:58,60000,12826,90.34
10:25:01,60000,10661,89.25
10:27:05,60000,2306,89.11
10:29:09,60000,2742,89.17
10:31:17,60100,8335,89.09
10:33:27,60100,3546,88.63
10:35:32,60100,5265,88.45
10:37:37,60000,14035,88.08
10:39:41,60100,14191,85.27
10:41:52,60300,11277,85.36
10:44:05,60300,16055,85.59
10:46:11,60300,5472,85.56
10:48:16,60300,5962,85.34
10:50:19,60300,10322,84.13
10:52:28,60200,3285,84.01
10:54:34,60200,3334,83.65
10:56:37,60200,5846,82.92
10:58:40,60200,3661,82.6
11:00:52,60200,6376,82.33
11:03:00,60300,2976,82.06
11:05:12,60200,5701,81.83
11:07:15,60100,18651,81.47
11:09:30,60100,2546,79.93
11:11:36,60100,3439,79.79
11:13:44,60100,7338,79.15
11:15:49,60100,4522,78.89
11:18:04,60100,2856,78.87
11:20:09,59900,37324,78.89
11:22:14,59900,4421,78.75
11:24:34,59900,3591,78.96
11:26:46,59900,7528,78.84
11:29:00,59900,4440,79.03
11:31:07,59900,6837,79.25
11:33:18,59900,4013,79.23
11:35:23,60000,3013,79.01
11:37:27,59900,2507,79.03
11:39:36,60000,10244,79.51
11:41:38,60000,5182,79.34
11:43:42,60000,5969,79.23
11:45:54,60100,1960,79.13
11:47:58,60100,3044,79.18
11:50:05,60100,10923,79.74
11:52:14,60000,2889,79.66
11:54:18,60000,2589,79.68
11:56:27,60000,2717,79.52
11:58:32,60000,3282,79.48
12:00:39,60000,2644,79.43
12:02:57,60000,12559,77.98
12:05:02,60000,2845,77.79
12:07:12,59900,11860,77.58
12:09:21,59900,2268,77.54
12:11:27,59900,2727,77.5
12:13:42,59900,2464,77.54
12:15:49,60000,2726,77.5
12:18:02,59900,3077,77.41
12:20:11,59900,5192,77.29
12:22:21,60000,4171,77.26
12:24:35,60000,4457,77.54
12:26:41,59900,3978,77.84
12:28:58,60000,3537,77.66
12:31:04,59900,5299,77.83
12:33:19,59900,3684,77.61
12:35:26,59900,2198,77.52
12:37:38,59900,3475,77.27
12:39:45,60000,2880,77.19
12:41:54,59900,3062,77.06
12:44:03,59900,3048,76.91
12:46:14,59900,3821,76.95
12:48:30,59900,2844,77.07
12:50:39,59950,3655,77.04
12:52:52,60000,2877,76.96
12:55:02,60000,3835,77.22
12:57:15,59950,3164,77.19
12:59:24,59900,2716,77.23
13:01:39,59900,9226,77.53
13:03:49,59900,2465,77.52
13:06:00,60000,3663,77.56
13:08:10,59900,4036,77.46
13:10:17,59900,5396,77.43
13:12:28,59900,3069,77.61
13:14:34,60000,26893,77.5
13:16:49,60000,9361,77.59
13:18:54,60000,4799,77.59
13:21:07,60000,10640,77.66
13:23:16,60000,3567,78.09
13:25:25,60000,3038,78.06
13:27:38,60100,3251,78.05
13:29:45,60000,6183,78.03
13:32:07,60000,8384,78.12
13:34:23,60000,4237,78.26
13:36:36,60000,11687,78.26
13:38:54,60100,5049,78.93
13:41:05,60000,2995,78.98
13:43:21,60000,10878,79.25
13:45:36,60000,2404,79.38
13:47:47,60000,4868,79.47
13:50:05,60000,6351,79.81
13:52:18,60000,4331,79.86
13:54:30,60000,8276,80.26
13:56:50,60000,3168,80.32
13:59:05,60000,3945,80.5
14:01:19,60000,3051,80.53
14:03:41,60000,3111,80.43
14:05:56,60000,5134,80.54
14:08:08,60000,5773,80.81
14:10:29,60000,2947,80.83
14:12:44,60000,3565,80.77
14:14:59,59900,18383,81.35
14:17:13,59900,4470,81.29
14:19:27,60000,3291,81.27
14:21:36,60000,25062,81.31
14:23:46,60000,2734,81.47
14:26:01,60100,9904,81.46
14:28:20,59900,8747,81.59
14:30:33,60000,3017,81.57
14:32:49,59900,3610,81.65
14:35:08,59900,3295,81.75
14:37:21,60000,14911,81.74
14:39:31,60000,13561,82.66
14:41:44,59900,5257,82.86
14:43:57,59900,2415,82.95
14:46:12,59900,2992,82.96
14:48:22,59900,3612,82.98
14:50:34,60000,6693,83.38
14:52:50,59900,5637,83.39
14:55:06,59900,5556,83.41
14:57:19,59900,4037,83.48
14:59:32,59900,5773,83.49
15:01:45,60000,4858,83.36
15:03:59,60000,5040,83.5
15:06:17,60000,11378,83.45
15:08:32,59900,4789,84.16
15:10:44,59900,17610,83.94
15:12:56,59900,7557,83.95
15:15:08,59900,6853,84.0
15:17:20,59900,15762,84.3
15:19:34,59900,18261,84.76
15:21:52,60000,2358,85.26
15:24:07,60000,0,85.26
15:26:22,60000,0,85.26
15:28:34,60000,0,85.26
