시간,주가,순간거래량,체결강도
09:00:02,84600,0,96.7
09:04:13,84600,287129,95.91
09:06:17,84500,214956,94.04
09:08:24,84600,262162,96.29
09:10:28,84850,181516,98.59
09:12:33,84700,158561,102.56
09:14:40,84600,171807,107.8
09:16:47,84700,96434,109.3
09:18:55,84600,111989,109.81
09:21:00,84600,189829,110.31
09:23:06,84700,89631,112.41
09:25:13,84500,133012,116.46
09:27:11,84600,54069,115.92
09:29:09,84350,139695,117.13
09:31:08,84500,176328,116.43
09:33:06,84350,140128,120.78
09:35:03,84350,86364,121.06
09:37:01,84500,73691,121.09
09:38:57,84600,63165,120.5
09:41:03,84600,26159,120.33
09:43:02,84600,108148,118.35
09:45:02,84550,8339,117.47
09:46:58,84550,10884,117.15
09:48:55,84450,103473,116.94
09:50:51,84500,87328,118.45
09:52:47,84500,25442,117.71
09:54:44,84400,76769,118.49
10:00:59,84100,358219,117.92
10:03:15,83900,196574,116.79
10:05:23,84000,19581,116.78
10:07:26,83750,176510,115.64
10:09:28,83900,146024,114.43
10:11:29,83900,50634,114.82
10:13:32,83900,12496,115.05
10:15:36,84000,76190,115.82
10:17:44,84000,45391,116.54
10:19:46,83900,7870,116.56
10:21:47,84000,15062,116.6
10:23:49,84000,130241,115.98
10:25:50,84200,48125,114.18
10:27:58,84100,70042,113.37
10:30:00,84050,16172,112.52
10:32:02,84050,13133,112.51
10:34:04,84250,62488,112.75
10:36:05,84450,85217,111.75
10:38:13,84400,41874,111.37
10:40:17,84300,10810,111.4
10:42:18,84200,45423,111.76
10:44:21,84200,108890,111.7
10:46:25,84400,44813,111.27
10:48:40,84200,70383,111.71
10:50:40,84350,30341,111.69
10:52:38,84400,14791,111.53
10:54:37,84300,65435,111.64
10:56:55,84100,84729,111.01
10:59:03,84200,11628,111.38
11:01:12,84200,10874,111.57
11:03:23,84100,18214,111.73
11:05:37,83950,128552,111.73
11:07:44,84000,19062,111.61
11:09:52,84100,86700,112.31
11:11:58,84100,10948,112.3
11:14:04,84000,26487,112.17
11:16:07,84000,114007,112.72
11:18:19,83900,22633,111.47
11:20:30,83900,45743,111.88
11:22:37,84000,18922,111.82
11:24:41,83950,9636,111.77
11:26:56,83900,13810,111.81
11:28:59,83900,13311,111.86
11:31:02,84000,12702,111.8
11:33:18,84000,22589,111.78
11:35:21,84000,72554,111.57
11:37:25,84000,47599,112.92
11:39:43,84000,12326,113.02
11:41:45,84000,45993,113.12
11:43:48,84000,15423,111.99
11:45:54,84100,92840,111.24
11:48:01,84100,67588,111.74
11:50:04,84050,34047,111.57
11:52:12,84050,23743,111.56
11:54:16,84100,19848,111.89
11:56:29,84100,18123,111.95
11:58:32,84100,27747,112.34
12:00:40,84100,25782,112.68
12:02:47,84200,13605,112.82
12:04:50,84150,13352,112.94
12:07:03,84200,26325,112.73
12:09:07,84100,20652,112.52
12:11:17,84000,38711,112.24
12:13:21,84000,12926,111.94
12:15:28,83950,8058,111.82
12:17:36,83900,10019,111.9
12:19:40,83950,30565,111.86
12:21:50,83900,14315,111.8
12:23:53,83800,263061,112.92
12:26:06,83900,73728,112.91
12:28:09,83800,15092,112.51
12:30:19,83800,13299,112.48
12:32:22,83850,11439,112.48
12:34:30,83900,135133,112.74
12:36:33,84000,31615,112.6
12:38:42,84000,9294,112.63
