시간,주가,순간거래량,체결강도
09:00:09,256500,0,79.73
09:02:48,269000,77498,80.41
09:04:07,272000,124452,85.82
09:05:26,271000,89282,85.88
09:06:45,273000,91974,80.7
09:08:04,272500,76818,82.57
09:09:23,274500,42244,81.12
09:10:42,273000,48626,80.87
09:12:02,275000,86536,79.77
09:13:21,274500,38023,81.07
09:14:40,272500,23446,79.37
09:15:59,272000,24304,78.98
09:17:19,272750,23365,79.35
09:18:39,273000,18098,79.43
09:19:58,271500,45910,78.65
09:21:17,273000,34836,79.84
09:22:41,272500,17270,79.58
09:24:00,274000,20024,79.16
09:25:21,274250,36000,79.25
09:26:41,274500,14551,78.87
09:28:04,274500,35670,79.25
09:29:25,274000,24260,78.98
09:30:46,273750,14166,78.43
09:32:05,274500,23852,78.35
09:33:24,275000,23832,77.74
09:34:43,275000,21083,78.46
09:36:01,274500,30479,79.48
09:37:20,273000,23941,79.18
09:38:39,273500,16283,79.39
09:39:58,273500,23792,79.62
09:41:20,273500,13207,79.06
09:42:39,273500,11843,78.66
09:43:59,273500,14298,78.28
09:45:18,274500,16094,78.41
09:46:37,273250,11698,78.41
09:47:56,273000,4560,78.29
09:49:15,272500,11696,78.42
09:50:34,273500,12056,78.42
09:51:53,273000,4004,78.38
09:53:12,273500,4530,78.32
09:54:32,273000,12138,78.3
09:55:54,272000,16067,78.28
09:57:13,272000,8644,78.08
09:58:33,273000,28134,78.41
09:59:54,273000,10844,78.55
10:01:17,273500,8546,78.59
10:02:39,273000,6024,78.61
10:03:58,273500,13514,78.32
10:05:17,273000,4208,77.96
10:06:36,273500,4769,77.7
10:07:58,273250,4155,77.68
10:09:18,273500,3806,77.69
10:10:39,273500,30668,77.58
10:12:02,274000,9686,77.14
10:13:22,274500,7262,77.19
10:14:45,274000,5097,77.23
10:16:08,274500,3336,77.37
10:17:27,275500,99639,81.44
10:18:46,275500,52760,81.4
10:20:08,277000,40028,81.42
10:21:28,276000,23218,82.53
10:22:49,276500,12447,82.72
10:24:09,276750,13036,82.73
10:25:30,277250,23982,82.46
10:26:49,277500,17382,82.44
10:28:10,277000,7716,82.48
10:29:29,276000,33051,81.76
10:30:49,275000,22809,81.8
10:32:12,276000,15928,81.53
10:33:33,276500,16078,81.76
10:34:54,275250,21277,82.27
10:36:16,276000,6785,82.35
10:37:35,275000,8619,82.22
10:38:54,274500,8244,82.06
10:40:13,275000,5383,82.0
10:41:33,276000,9985,81.87
10:42:55,276000,8912,81.84
10:44:16,276000,4414,81.91
10:45:35,276000,8720,81.81
10:46:54,275250,6082,81.74
10:48:15,275500,3885,81.78
10:49:34,275000,6945,82.03
10:50:52,276000,6615,81.99
10:52:13,276000,7099,82.03
10:53:32,276000,4076,82.06
10:54:50,276000,4233,82.09
10:56:09,275750,3300,82.15
10:57:28,276000,4529,82.15
10:58:47,275250,8346,82.18
11:00:06,275500,5968,81.99
11:01:26,276000,7033,81.97
11:02:45,275500,4923,82.07
11:04:05,275500,3024,82.07
11:05:26,275500,7198,82.01
11:06:45,276000,5403,81.93
11:08:03,276000,4232,82.03
11:09:22,276000,4149,81.9
11:10:41,276500,7805,81.88
11:12:00,276500,12150,81.93
11:13:19,276750,9025,82.09
11:14:38,277000,4844,82.06
11:15:57,276500,18019,82.02
11:17:17,277000,6222,81.91
11:18:36,277000,11723,81.92
11:19:56,277000,13900,82.25
11:21:16,277000,4111,82.2
11:22:37,277000,7699,82.16
11:23:57,277500,5636,81.93
11:25:20,277500,4010,81.9
11:26:40,277500,9708,81.78
11:28:00,277500,11975,81.69
11:29:20,277500,7316,81.46
11:30:40,277500,18230,81.8
11:32:02,278000,7874,81.75
11:33:24,278000,4736,81.69
11:34:46,278000,3634,81.6
11:36:08,278000,4353,81.56
11:37:28,278000,11504,81.43
11:38:50,277750,3998,81.46
11:40:11,277750,5383,81.51
11:41:34,278000,4311,81.5
11:43:14,278000,4477,81.4
11:44:55,278000,7275,81.5
11:46:29,278000,15342,81.74
11:47:55,278500,5401,81.73
11:49:24,278000,4099,81.57
11:50:48,278000,18761,81.68
11:52:09,277500,4047,81.69
11:53:39,277500,12887,81.65
11:55:07,277500,5966,81.66
11:56:32,278000,4288,81.63
11:58:02,278000,4555,81.52
11:59:21,278000,3868,81.51
12:00:43,276000,25305,81.5
12:02:11,276250,4340,81.21
12:03:35,276000,3657,81.21
12:04:59,277000,32429,80.75
12:06:20,277000,6936,81.55
12:07:44,277000,2120,81.53
12:09:14,277000,1496,81.53
12:10:36,277000,1449,81.52
12:11:58,277000,1338,81.5
12:13:21,277000,1943,81.46
12:14:55,276750,1624,81.46
12:16:18,277500,11432,81.35
12:17:41,278000,7335,81.37
12:19:04,278000,2336,81.41
12:20:24,277500,6141,81.38
12:21:45,278000,2772,81.48
12:23:08,278000,2128,81.46
12:24:32,278500,8468,81.46
12:25:56,278500,8008,81.12
12:27:20,278500,2243,81.2
12:28:41,278500,1724,81.17
12:30:04,278000,3040,81.09
12:31:28,278500,2493,81.1
12:32:52,278500,18092,81.11
12:34:14,277750,8788,80.67
12:35:38,278000,3055,80.66
12:37:11,278000,8371,80.43
12:38:33,278000,2209,80.38
12:40:02,278000,4103,80.38
12:41:34,278000,2216,80.37
12:43:19,277750,2613,80.36
12:44:49,278000,3632,80.32
12:46:15,278000,2778,80.25
12:47:43,277500,3325,80.26
12:49:12,277000,9269,80.11
12:50:39,277000,5709,80.01
12:52:19,277250,10062,79.86
12:54:06,277250,5483,79.86
12:55:36,277500,2799,79.84
12:57:16,277500,2025,79.81
12:58:41,277500,1546,79.8
13:00:05,277250,1924,79.76
13:01:28,277250,2318,79.74
13:03:08,277250,9214,79.8
13:04:36,278000,7954,79.9
13:06:03,277750,2272,79.9
13:07:28,278000,8097,80.04
13:08:53,277000,5611,80.04
13:10:17,277250,2446,80.08
13:11:42,277500,2850,80.08
13:13:24,277500,3609,80.13
13:15:00,277500,2530,80.13
13:16:27,277500,4529,80.15
13:17:54,277000,11411,80.16
13:19:19,276500,3082,79.9
13:21:02,276500,2819,79.91
13:22:29,276250,17847,79.64
13:24:04,276250,4159,79.53
13:25:38,276500,3905,79.49
13:27:01,276750,10323,79.47
13:28:38,277000,3505,79.46
13:30:03,276750,1753,79.43
13:31:29,277000,5397,79.42
13:32:53,276000,5238,79.34
13:34:20,276250,4392,79.32
13:35:51,277000,4752,79.36
13:37:30,278000,15658,79.35
13:39:03,278000,4140,79.28
13:40:41,277500,3447,79.22
13:42:10,278000,3367,79.17
13:43:46,278000,2931,79.18
13:45:17,277750,2334,79.21
13:46:44,277750,2209,79.18
13:48:11,278000,4481,79.13
13:49:39,276500,29619,79.14
13:51:13,276500,7543,79.04
13:52:41,276000,16223,79.23
13:54:07,276500,2042,79.27
13:55:38,276500,5097,79.28
13:57:12,277000,7667,79.52
13:58:45,277000,3226,79.58
14:00:11,277000,1852,79.5
14:01:37,276500,2550,79.47
14:03:08,276500,2230,79.45
14:04:36,277000,4742,79.45
14:06:08,277000,2714,79.43
14:07:39,276500,3745,79.39
14:09:05,277000,2916,79.37
14:10:42,277000,3380,79.35
14:12:09,277000,3275,79.35
14:13:35,277000,2107,79.28
14:15:04,276500,2964,79.27
14:16:32,277000,4647,79.14
14:18:09,276500,3846,79.13
14:19:44,276750,2195,79.09
14:21:14,277000,19768,79.07
14:22:45,276500,6157,79.1
14:24:24,277000,2537,79.09
14:25:53,277000,2886,79.04
14:27:36,276500,2425,79.04
14:29:09,276750,2744,79.0
14:30:36,277000,3679,78.92
14:32:02,276750,4701,78.81
14:33:27,277000,3636,78.77
14:35:06,277000,5085,78.76
14:36:55,277000,3623,78.8
