시간,주가,순간거래량,체결강도
09:00:07,60300,0,102.31
09:04:12,60000,37045,99.42
09:06:18,60000,33886,104.12
09:08:24,59900,17604,102.16
09:10:29,60150,18001,100.4
09:12:42,60050,15155,105.98
09:14:52,60200,10786,108.77
09:16:57,60200,9631,112.15
09:19:00,60050,20462,113.77
09:21:03,59900,39544,110.27
09:23:05,59900,13061,106.71
09:25:07,59800,6832,105.16
09:27:09,59900,22396,102.66
09:29:11,59900,2738,103.37
09:31:14,59900,25115,110.74
09:33:16,59900,7659,113.79
09:35:18,59800,35531,114.43
09:37:24,59750,7227,115.15
09:39:26,59800,22874,115.84
09:41:27,59900,2790,116.23
09:43:29,59800,14503,114.99
09:45:32,59800,12174,114.13
09:47:43,60000,17067,115.09
09:49:44,60100,16446,115.31
09:51:47,60300,19242,113.88
09:53:49,60100,8215,114.47
09:55:53,60200,6920,114.35
09:57:56,60100,7137,113.71
10:00:03,60100,7666,114.61
10:02:03,60100,3756,114.44
10:04:03,60200,2476,114.34
10:06:14,60200,24909,113.8
10:08:17,60400,10034,114.02
10:10:22,60400,5609,113.53
10:12:21,60400,3074,113.07
10:14:22,60400,4880,112.99
10:16:21,60400,13270,112.67
10:18:23,60300,25498,110.48
10:20:30,60400,4294,110.19
10:22:28,60300,2747,110.04
10:24:26,60400,3633,110.39
10:26:24,60400,5578,110.32
10:28:21,60400,23764,107.56
10:30:26,60400,10660,108.7
10:32:33,60400,11599,109.59
10:34:33,60350,5475,108.55
10:36:32,60300,2826,108.34
10:38:38,60300,4141,108.11
10:40:43,60500,43903,105.25
10:42:55,60700,27258,105.67
10:45:06,60600,8001,104.93
10:47:23,60600,26286,104.8
10:49:29,60550,12578,104.07
10:51:42,60500,3279,103.82
10:53:54,60400,21368,103.07
10:55:54,60700,19518,103.57
10:58:01,60600,8256,102.69
11:00:09,60500,3325,102.91
11:02:25,60500,7512,102.43
11:04:26,60400,21400,101.16
11:06:33,60400,7854,101.1
11:08:40,60400,11487,101.09
11:10:57,60500,2385,102.07
11:13:04,60500,3539,102.33
11:15:11,60300,15631,101.43
11:17:19,60300,14221,101.77
11:19:32,60200,2838,101.6
11:21:39,60200,4087,101.86
11:23:45,60100,19778,100.13
11:25:58,60200,6705,100.97
11:28:05,60200,4065,101.18
11:30:10,60200,2239,101.31
11:32:17,60200,3336,101.42
11:34:25,60300,10852,101.73
11:36:25,60300,11232,103.57
11:38:21,60300,2159,103.61
11:40:22,60300,3672,103.41
11:42:17,60300,1916,103.52
11:44:18,60400,2913,103.32
11:46:20,60300,2680,103.43
11:48:19,60300,1607,103.47
11:50:15,60300,1450,103.63
11:52:22,60300,2044,103.87
11:54:31,60350,12422,104.9
11:56:36,60300,15833,107.04
11:58:38,60200,7085,106.38
12:00:34,60200,11524,106.48
12:02:33,60200,5705,108.62
12:04:31,60200,2281,108.7
12:06:26,60300,3124,108.69
12:08:27,60200,2864,108.99
12:10:23,60300,8431,109.08
12:12:20,60200,3397,109.56
12:14:20,60200,1695,109.6
12:16:15,60200,2050,109.6
12:18:15,60200,6322,110.27
12:20:13,60200,2100,110.25
12:22:10,60200,2684,110.27
12:24:10,60200,2264,110.35
12:26:05,60200,4518,110.62
12:28:09,60200,5155,110.67
12:30:06,60300,2895,110.98
12:32:05,60300,3485,111.17
12:34:02,60200,13738,111.06
12:35:59,60100,6510,110.06
12:37:59,60100,2240,110.13
12:39:55,60100,1808,110.22
12:41:56,60200,2675,110.55
12:43:53,60200,3735,110.71
12:45:55,60200,3641,111.05
12:47:51,60100,4794,111.26
12:49:53,60000,29959,111.41
12:51:50,60000,4732,111.18
12:53:50,60000,6453,111.25
12:55:47,59900,84050,110.51
12:57:48,59900,20900,113.76
12:59:45,60000,6152,115.18
13:01:46,60000,7312,115.51
13:03:43,60000,3609,115.6
13:05:44,60000,2614,115.72
13:07:41,60100,1190,115.73
13:09:43,60100,3266,115.73
13:11:40,60000,3550,115.93
13:13:42,60000,2915,115.96
13:15:39,60000,4227,116.1
13:17:38,60100,25794,116.19
13:19:38,60000,5261,116.32
13:21:35,60000,8684,116.4
13:23:36,60000,8141,115.92
13:25:32,60000,2764,115.94
13:27:33,60000,5453,116.16
13:29:31,60100,11821,116.29
13:31:30,60100,5362,116.46
13:33:31,60100,8236,116.71
13:35:28,60050,3050,116.98
13:37:32,60100,4504,117.0
13:39:31,60100,2711,117.09
13:41:31,60000,3509,117.08
13:43:31,60100,4753,116.98
13:45:28,60100,11059,117.96
13:47:29,60100,17225,119.56
13:49:27,60100,3665,119.54
13:51:25,60100,2087,119.64
13:53:27,60100,2277,119.77
13:55:26,60200,3028,119.68
13:57:24,60200,4476,119.62
13:59:26,60000,15140,119.38
14:01:26,60000,13743,118.92
14:03:26,60000,7289,118.37
14:05:29,60000,6456,118.19
14:07:28,60000,8160,118.27
14:09:27,60000,9197,118.35
14:11:29,60100,7925,118.25
14:13:29,60100,7464,118.35
14:15:27,60000,8440,118.54
14:17:30,60000,5213,118.45
14:19:31,60000,5330,118.24
14:21:29,60000,14792,118.15
14:23:31,60100,4802,118.03
14:25:32,60050,5867,117.97
14:27:32,60000,4255,117.8
14:29:32,60000,8152,117.36
14:31:33,60000,4636,116.9
14:33:35,60000,5543,116.85
14:35:36,60000,30771,116.83
14:37:38,60000,10515,116.83
14:39:39,60000,5783,116.69
14:41:41,60000,3983,116.62
14:43:42,60100,4313,116.67
14:45:42,60000,6992,116.84
14:47:41,60050,5627,116.42
14:49:43,59900,20816,116.89
14:51:45,59950,3541,116.94
14:53:47,59900,3887,116.92
14:55:47,59900,5123,117.12
14:57:48,59900,5785,117.21
14:59:50,59900,4236,117.33
15:01:53,59900,26197,115.76
15:03:55,59950,3460,115.72
15:05:58,59900,4494,115.53
15:07:59,60000,4027,115.37
15:10:01,59900,3201,115.42
15:12:03,59950,7334,115.55
15:14:04,59900,7683,115.59
15:16:06,60000,6891,116.14
15:18:07,60000,8952,116.39
15:20:10,59900,26762,115.87
15:22:13,59900,0,114.66
15:24:15,59900,0,114.66
15:26:17,59900,0,114.66
15:28:19,59900,0,114.66
