시간,주가,순간거래량,체결강도
09:00:07,254500,0,84.05
09:04:12,254000,33575,84.72
09:06:18,255000,32472,86.88
09:08:24,254000,29712,92.18
09:10:29,254500,17257,89.99
09:12:42,255000,19855,91.85
09:14:52,255000,15729,87.19
09:16:57,255000,10335,85.93
09:19:00,254000,21911,82.3
09:21:03,253750,26064,81.03
09:23:05,253000,18722,83.58
09:25:07,253500,72548,90.11
09:27:09,252000,15180,91.23
09:29:11,252500,6626,92.02
09:31:14,251500,41015,93.92
09:33:16,251500,21950,94.65
09:35:18,252000,23321,97.42
09:37:24,252000,4261,99.22
09:39:26,251500,37740,101.2
09:41:27,251250,17440,101.77
09:43:29,251750,50001,98.59
09:45:32,251750,13991,98.38
09:47:43,253250,28521,99.44
09:49:44,253000,18135,99.6
09:51:47,253000,10121,99.43
09:53:49,252500,8238,99.14
09:55:53,254000,12692,97.99
09:57:56,254000,19063,98.16
10:00:03,254000,27791,98.17
10:02:03,253750,7878,98.06
10:04:03,254500,8211,98.01
10:06:14,254000,2912,98.29
10:08:17,255000,38075,99.35
10:10:22,254500,15461,100.96
10:12:21,254250,12635,101.44
10:14:22,254000,11465,100.58
10:16:21,254000,4239,100.6
10:18:23,255000,11356,99.94
10:20:30,255000,4811,100.02
10:22:28,255500,11349,100.09
10:24:26,255500,11810,100.04
10:26:24,255500,13486,99.79
10:28:21,255500,11077,99.58
10:30:26,255000,12475,99.3
10:32:33,254500,4505,99.64
10:34:33,254500,3878,99.46
10:36:32,255000,2447,99.35
10:38:38,255000,19117,99.39
10:40:43,255000,3538,98.33
10:42:55,255500,17494,98.76
10:45:06,256000,6595,98.72
10:47:23,256000,14576,98.59
10:49:29,256000,8638,99.33
10:51:42,255750,8121,98.95
10:53:54,255500,5143,99.22
10:55:54,255000,4628,99.35
10:58:01,255500,4961,99.31
11:00:09,255500,2393,99.42
11:02:25,255250,6121,99.67
11:04:26,254000,13253,99.17
11:06:33,255000,7983,98.94
11:08:40,254000,5190,98.7
11:10:57,254250,4261,98.6
11:13:04,254000,16384,97.86
11:15:11,254500,6656,97.94
11:17:19,254250,2469,97.81
11:19:32,254000,3398,97.64
11:21:39,254000,2702,97.48
11:23:45,254500,2632,97.49
11:25:58,254000,2369,97.44
11:28:05,254500,2554,97.41
11:30:10,254500,3606,97.36
11:32:17,255000,22255,96.52
11:34:25,255000,5403,96.43
11:36:25,255250,2314,96.47
11:38:21,255500,1888,96.5
11:40:22,254500,7884,96.51
11:42:17,254500,8559,96.34
11:44:18,255000,8663,96.32
11:46:20,255000,4094,96.62
11:48:19,255000,2406,96.57
11:50:15,255000,4560,96.85
11:52:22,255250,5648,96.77
11:54:31,255000,6735,97.06
11:56:36,254750,2916,97.24
11:58:38,255000,2305,97.25
12:00:34,254500,1831,97.3
12:02:33,255000,2451,97.26
12:04:31,254500,2283,97.24
12:06:26,254750,1596,97.3
12:08:27,254500,1597,97.35
12:10:23,254500,1319,97.37
12:12:20,255000,8921,97.54
12:14:20,255000,2355,97.67
12:16:15,255000,1539,97.73
12:18:15,255000,1341,97.71
12:20:13,255500,1654,97.7
12:22:10,255500,4823,97.77
12:24:10,255250,1931,97.87
12:26:05,255500,1809,97.91
12:28:09,255000,6319,97.89
12:30:06,255000,2802,98.06
12:32:05,255000,2487,98.03
12:34:02,255250,3144,97.91
12:35:59,255000,2054,98.14
12:37:59,255500,2825,98.48
12:39:55,255500,3174,98.6
12:41:56,255000,1609,98.78
12:43:53,255500,2463,98.83
12:45:55,255000,1824,98.82
12:47:51,254500,21414,97.7
12:49:53,255000,3110,97.91
12:51:50,254500,2035,98.05
12:53:50,254500,1893,98.04
12:55:47,255000,4062,97.9
12:57:48,255000,2022,98.01
12:59:45,255000,2800,97.95
13:01:46,255000,2883,97.8
13:03:43,255000,1561,97.88
13:05:44,254500,2613,97.95
13:07:41,255000,3313,98.33
13:09:43,255000,1890,98.44
13:11:40,255000,2083,98.53
13:13:42,255000,3082,98.71
13:15:39,255000,17548,99.33
13:17:38,255500,4894,99.12
