시간,주가,순간거래량,체결강도
09:00:07,89000,0,131.45
09:02:05,89500,1134992,119.22
09:04:12,89700,823326,116.16
09:06:18,89700,1108753,103.13
09:08:24,89600,490314,99.13
09:10:29,89550,634369,97.3
09:12:42,89300,650981,95.0
09:14:52,89400,365164,96.21
09:16:57,89700,522199,95.28
09:19:00,89700,426094,96.54
09:21:03,89700,193191,96.09
09:23:05,89650,145586,95.64
09:25:07,89800,623330,97.42
09:27:09,89800,377238,97.08
09:29:11,89850,256362,96.56
09:31:14,89850,325313,95.89
09:33:16,89900,650822,94.95
09:35:18,89900,402954,90.98
09:37:24,89750,457622,90.09
09:39:26,89800,162143,88.68
09:41:27,89800,282738,88.66
09:43:29,89800,136384,88.7
09:45:32,89900,426475,88.17
09:47:43,89900,153841,87.3
09:49:44,89950,128539,86.58
09:51:47,89900,107345,85.98
09:53:49,90000,201524,86.01
09:55:53,89900,333524,85.94
09:57:56,89900,468589,86.72
10:00:03,90000,218017,86.36
10:02:03,89900,305660,86.45
10:04:03,89800,478039,85.34
10:06:14,89700,290883,85.39
10:08:17,89800,360908,85.25
10:10:22,89800,182686,85.01
10:12:21,89800,139873,84.72
10:14:22,89700,68341,84.7
10:16:21,89750,183023,84.48
10:18:23,89800,323352,83.5
10:20:30,89750,117124,83.0
10:22:28,89800,85415,82.82
10:24:26,89800,241382,83.06
10:26:24,89800,228712,83.25
10:28:21,89900,134178,84.14
10:30:26,89850,137193,84.37
10:32:33,89800,123443,84.19
10:34:33,89850,98860,84.21
10:36:32,89800,120213,83.92
10:38:38,89900,159424,83.62
10:40:43,90000,857257,82.43
10:42:55,90000,163575,82.03
10:45:06,90000,248925,81.53
10:47:23,89900,141934,81.52
10:49:29,89900,212609,81.5
10:51:42,90000,208088,81.18
10:53:54,89950,101028,80.95
10:55:54,90000,148778,80.67
10:58:01,89900,155249,80.52
11:00:09,90000,140132,80.39
11:02:25,90000,154645,80.23
11:04:26,89900,138675,79.72
11:06:33,89950,168159,79.44
11:08:40,90100,3764802,83.8
11:10:57,90200,847778,84.81
11:13:04,90200,289048,84.4
11:15:11,90100,208118,84.24
11:17:19,90100,96172,84.39
11:19:32,90000,45828,84.54
11:21:39,89900,606756,85.02
11:23:45,89900,88938,84.94
11:25:58,89900,93198,84.97
11:28:05,89800,95105,85.03
11:30:10,90000,119150,85.0
11:32:17,89950,72091,84.99
11:34:25,90000,39987,85.1
11:36:25,90000,61952,85.14
11:38:21,90000,47242,85.09
11:40:22,89900,43849,85.1
11:42:17,90000,43796,85.07
11:44:18,89900,90865,85.12
11:46:20,89800,392225,85.52
11:48:19,89900,60142,85.55
11:50:15,89900,177937,85.77
