시간,주가,순간거래량,체결강도
09:00:03,77400,0,89.26
09:02:08,77800,31897,104.79
09:04:14,78300,47045,115.56
09:06:20,78400,33559,116.65
09:08:26,78300,15919,114.91
09:10:37,78300,10683,116.62
09:12:43,78800,18067,115.38
09:14:50,78900,39209,110.61
09:16:55,78900,20701,110.3
09:19:03,78700,7958,110.85
09:21:09,78900,10918,114.17
09:23:15,78900,9568,113.73
09:25:21,78800,6684,113.39
09:27:26,78800,5844,113.51
09:29:32,78800,9442,115.53
09:31:38,78700,3467,116.06
09:33:42,78900,5264,115.91
09:35:45,79000,6988,114.89
09:37:52,78900,22851,113.74
09:39:58,78900,6553,113.06
09:42:07,78900,1938,113.19
09:44:12,78800,5250,112.87
09:46:19,78800,1690,111.32
09:48:25,78800,8406,111.1
09:50:27,78800,7902,110.77
09:52:30,78800,1259,110.46
09:54:32,78900,2665,110.5
09:56:38,78800,4370,110.58
09:58:48,78800,4895,111.7
10:00:55,78800,7301,111.7
10:03:01,78900,1174,113.39
10:05:07,78800,2853,113.74
10:07:11,78800,605,113.48
10:09:15,78500,12173,111.76
10:11:19,78500,1222,110.99
10:13:25,78600,4500,111.11
10:15:32,78600,4952,110.7
10:17:44,78700,467,111.46
10:19:48,78700,844,111.49
10:21:53,78600,581,111.51
10:23:57,78600,529,111.63
10:26:03,78700,1935,111.72
10:28:08,78600,1597,111.84
10:30:15,78700,1625,111.61
10:32:23,78600,968,111.62
10:34:27,78600,4516,111.62
10:36:31,78700,10479,113.39
10:38:36,78600,6599,112.17
10:40:39,78500,429,112.03
10:42:48,78400,8085,112.03
10:44:56,78400,2857,112.1
10:47:02,78200,2033,111.95
10:49:09,78200,5542,111.92
10:51:12,78200,4683,112.4
10:53:15,78400,1673,113.01
10:55:16,78400,1734,112.96
10:57:17,78400,830,113.05
10:59:18,78400,3208,112.92
11:01:18,78300,3420,112.96
11:03:19,78200,4192,112.9
11:05:20,78200,1920,112.02
11:07:21,78200,1516,111.86
11:09:22,78100,1906,112.02
11:11:22,78100,7694,112.91
11:13:25,78000,1427,112.89
