시간,주가,순간거래량,체결강도
09:00:03,253000,0,92.62
09:04:14,258000,94193,97.34
09:06:20,259500,112500,88.06
09:08:26,260500,80673,85.83
09:10:37,261500,125212,85.25
09:12:43,265000,104461,82.74
09:14:50,267000,80156,82.48
09:16:55,265500,83103,79.39
09:19:03,265500,45585,77.95
09:21:09,267500,67389,77.27
09:23:15,268000,64497,77.66
09:25:21,269500,64357,76.93
09:27:26,273500,139999,77.19
09:29:32,272000,116699,76.72
09:31:38,270500,50942,75.91
09:33:42,270000,49055,75.93
09:35:45,270000,28237,76.18
09:37:52,270000,9471,76.42
09:39:58,269500,27276,76.81
09:42:07,269000,37470,76.99
09:44:12,269000,30422,76.99
09:46:19,267500,27489,77.21
09:48:25,268000,30476,77.24
09:50:27,268500,6710,77.13
09:52:30,267000,36419,77.36
09:54:32,268500,26336,77.34
09:56:38,267000,12732,77.33
09:58:48,267000,12031,77.08
10:00:55,268500,12117,76.88
10:03:01,269500,28149,77.06
10:05:07,269500,10800,77.6
10:07:11,269500,4207,77.6
10:09:15,268500,12845,77.61
10:11:19,269000,9938,77.41
10:13:25,267000,15909,77.33
10:15:32,267000,12008,77.21
10:17:44,268500,9330,77.22
10:19:48,270000,24114,77.27
10:21:53,269500,13529,77.38
10:23:57,269000,14189,77.15
10:26:03,269500,18934,77.0
10:28:08,270000,12425,76.86
10:30:15,270000,24114,76.98
10:32:23,271500,37804,76.76
10:34:27,272000,19458,76.63
10:36:31,270500,33749,76.67
10:38:36,270500,7531,76.41
10:40:39,271000,9459,76.49
10:42:48,269500,19802,76.58
10:44:56,270000,8030,76.59
10:47:02,269000,6694,76.62
10:49:09,268500,9733,76.78
10:51:12,269500,22056,76.68
10:53:15,268250,9052,76.82
10:55:16,268500,8792,76.91
10:57:17,269000,11801,77.19
10:59:18,268500,11142,77.23
11:01:18,267500,6955,77.28
11:03:19,267500,8308,77.47
11:05:20,267000,7958,77.46
11:07:21,268000,8918,77.44
11:09:22,267500,6310,77.56
11:11:22,267500,5911,77.64
11:13:25,267500,19069,77.86
11:15:28,267000,9124,77.92
11:17:31,267000,9458,77.99
11:19:32,267500,13266,78.06
11:21:33,267500,17249,78.24
11:23:33,268000,9812,78.45
11:25:35,268000,4701,78.46
11:27:36,268000,6922,78.5
11:29:36,268000,7248,78.51
11:31:37,267500,5544,78.41
11:33:37,268000,5501,78.54
11:35:42,269500,24362,78.16
11:37:46,268000,8900,78.16
11:39:49,268500,3186,78.24
11:41:51,268500,1940,78.26
11:43:47,268500,4863,78.3
11:45:45,269000,3986,78.47
11:47:52,269000,2282,78.55
11:49:48,268500,5136,78.55
11:51:43,268000,1377,78.55
11:53:38,268500,4716,78.66
11:55:34,268500,4213,78.68
11:57:29,268000,9788,78.48
11:59:24,268000,1984,78.51
12:01:19,268500,1589,78.55
12:03:14,268500,3612,78.57
12:05:10,268500,4619,78.56
12:07:05,268500,1922,78.56
12:09:00,268500,2525,78.61
12:10:55,268500,2947,78.62
12:12:50,268000,4157,78.69
12:14:45,268500,1367,78.77
12:16:40,268500,1132,78.77
12:18:36,268500,1097,78.77
12:20:31,268000,2031,78.75
12:22:26,268000,1493,78.77
12:24:21,268500,1544,78.76
12:26:17,268000,10452,78.91
12:28:12,268500,9755,79.38
12:30:07,269000,1700,79.38
12:32:02,269000,3418,79.41
12:33:57,269000,1491,79.45
12:35:52,269000,3107,79.54
12:37:46,269000,2514,79.53
12:39:42,269500,9940,79.44
12:41:39,269000,5135,79.39
12:43:34,269000,23806,80.23
12:45:30,268500,2168,80.34
12:47:31,268500,12679,80.4
12:49:27,268000,6691,80.58
12:51:22,268500,3195,80.7
12:53:17,268500,7304,80.71
12:55:12,268500,4755,80.79
12:57:08,268500,6407,80.81
12:59:02,268500,4129,80.77
13:00:57,268500,1969,80.77
13:02:52,268750,3214,80.79
13:04:47,268500,2457,80.82
13:06:43,268000,5311,80.86
13:08:38,268500,3013,80.89
13:10:33,268500,3320,80.87
13:12:28,268000,3459,80.94
13:14:23,268000,6945,80.93
13:16:18,268250,21293,80.86
13:18:15,268250,2753,80.9
13:20:10,268500,4072,80.89
13:22:05,268000,1977,80.89
13:24:00,268500,2178,80.95
13:25:55,267500,12340,81.16
13:27:50,267750,7488,81.24
13:29:45,267250,8358,81.2
13:31:40,267000,16814,80.98
13:33:35,266500,41522,81.72
13:35:31,267000,12334,81.66
13:37:27,266500,5767,81.59
13:39:22,266500,6202,81.52
13:41:18,266250,2733,81.52
13:43:14,266500,9755,81.5
13:45:09,266000,2087,81.54
13:47:04,266500,2375,81.56
13:48:59,266500,11974,81.57
13:50:54,265500,15778,81.52
13:52:50,265250,26959,81.6
13:54:45,265750,9330,81.73
13:56:41,266500,12844,81.66
13:58:37,266250,2906,81.59
14:00:32,266500,9992,81.65
14:02:29,266500,2710,81.68
14:04:24,266000,5059,81.78
14:06:20,265500,7184,81.69
14:08:15,265500,11676,81.68
14:10:09,265500,5472,81.81
14:12:05,265500,12552,81.89
14:14:00,265500,5353,81.95
14:15:55,266000,4948,82.06
14:17:50,265500,3399,82.18
14:19:45,265500,2736,82.21
14:21:41,265500,2708,82.24
14:23:36,266000,2851,82.28
14:25:31,266500,6660,82.38
14:27:26,266000,9337,82.44
14:29:22,266000,5646,82.51
14:31:17,266000,3472,82.57
14:33:12,266000,3442,82.55
14:35:08,265500,3195,82.57
14:37:04,265750,3205,82.62
14:38:59,265500,9645,82.61
14:40:55,265750,2468,82.64
14:42:50,265500,7921,82.63
14:44:46,266000,8598,82.61
14:46:42,265500,10696,82.75
14:48:38,266000,5435,82.84
14:50:34,266000,9383,82.98
14:52:29,266000,8387,83.0
14:54:24,266500,4595,83.04
14:56:19,266250,5514,83.11
14:58:14,267000,9665,83.13
15:00:10,266500,8912,83.18
15:02:05,266500,6552,83.27
15:04:00,266500,9056,83.33
15:05:55,267000,6382,83.44
15:07:51,267000,6499,83.59
15:09:46,267000,8028,83.69
15:11:42,266750,9225,83.82
15:13:38,267000,6553,84.0
15:15:33,267000,7571,84.09
15:17:28,267500,24178,84.45
15:19:24,267000,16309,84.51
15:21:19,267000,1347,84.53
15:23:14,267000,0,84.53
15:25:09,267000,0,84.53
15:27:05,267000,0,84.53
15:29:00,267000,0,84.53
